e_id,show_id,time_event,date_event,ticket_price
1,1,21:00:00,2017-04-03,50
2,1,21:00:00,2017-04-04,50
3,1,21:00:00,2017-04-05,50
4,1,21:00:00,2017-04-06,50
5,1,21:00:00,2017-04-07,50
6,1,21:00:00,2017-04-08,50
7,1,21:00:00,2017-04-09,50
8,2,21:00:00,2017-04-03,50
9,2,21:00:00,2017-04-04,50
10,2,21:00:00,2017-04-05,50
11,2,21:00:00,2017-04-06,50
12,2,21:00:00,2017-04-07,50
13,2,21:00:00,2017-04-08,50
14,2,21:00:00,2017-04-09,50
15,3,18:00:00,2017-04-03,50
16,3,18:00:00,2017-04-04,50
17,3,18:00:00,2017-04-05,50
18,3,18:00:00,2017-04-06,50
19,3,18:00:00,2017-04-07,50
20,3,18:00:00,2017-04-08,50
21,3,18:00:00,2017-04-09,50
22,4,18:00:00,2017-04-03,50
23,4,18:00:00,2017-04-04,50
24,4,18:00:00,2017-04-05,50
25,4,18:00:00,2017-04-06,50
26,4,18:00:00,2017-04-07,50
27,4,18:00:00,2017-04-08,50
28,4,18:00:00,2017-04-09,50
29,5,15:00:00,2017-04-03,50
30,5,15:00:00,2017-04-04,50
31,5,15:00:00,2017-04-05,50
32,5,15:00:00,2017-04-06,50
33,5,15:00:00,2017-04-07,50
34,5,15:00:00,2017-04-08,50
35,5,15:00:00,2017-04-09,50
36,6,15:00:00,2017-04-03,50
37,6,15:00:00,2017-04-04,50
38,6,15:00:00,2017-04-05,50
39,6,15:00:00,2017-04-06,50
40,6,15:00:00,2017-04-07,50
41,6,15:00:00,2017-04-08,50
42,6,15:00:00,2017-04-09,50
43,7,12:00:00,2017-04-03,50
44,7,12:00:00,2017-04-04,50
45,7,12:00:00,2017-04-05,50
46,7,12:00:00,2017-04-06,50
47,7,12:00:00,2017-04-07,50
48,7,12:00:00,2017-04-08,50
49,7,12:00:00,2017-04-09,50
50,8,12:00:00,2017-04-03,50
51,8,12:00:00,2017-04-04,50
52,8,12:00:00,2017-04-05,50
53,8,12:00:00,2017-04-06,50
54,8,12:00:00,2017-04-07,50
55,8,12:00:00,2017-04-08,50
56,8,12:00:00,2017-04-09,50
57,9, 09:00:00,2017-04-03,50
58,9, 09:00:00,2017-04-04,50
59,9, 09:00:00,2017-04-05,50
60,9, 09:00:00,2017-04-06,50
61,9, 09:00:00,2017-04-07,50
62,9, 09:00:00,2017-04-08,50
63,9, 09:00:00,2017-04-09,50
64,10, 09:00:00,2017-04-03,50
65,10, 09:00:00,2017-04-04,50
66,10, 09:00:00,2017-04-05,50
67,10, 09:00:00,2017-04-06,50
68,10, 09:00:00,2017-04-07,50
69,10, 09:00:00,2017-04-08,50
70,10, 09:00:00,2017-04-09,50
71,11,21:00:00,2017-04-03,50
72,11,21:00:00,2017-04-04,50
73,11,21:00:00,2017-04-05,50
74,11,21:00:00,2017-04-06,50
75,11,21:00:00,2017-04-07,50
76,11,21:00:00,2017-04-08,50
77,11,21:00:00,2017-04-09,50
78,12,21:00:00,2017-04-03,50
79,12,21:00:00,2017-04-04,50
80,12,21:00:00,2017-04-05,50
81,12,21:00:00,2017-04-06,50
82,12,21:00:00,2017-04-07,50
83,12,21:00:00,2017-04-08,50
84,12,21:00:00,2017-04-09,50
85,13,18:00:00,2017-04-03,50
86,13,18:00:00,2017-04-04,50
87,13,18:00:00,2017-04-05,50
88,13,18:00:00,2017-04-06,50
89,13,18:00:00,2017-04-07,50
90,13,18:00:00,2017-04-08,50
91,13,18:00:00,2017-04-09,50
92,14,18:00:00,2017-04-03,50
93,14,18:00:00,2017-04-04,50
94,14,18:00:00,2017-04-05,50
95,14,18:00:00,2017-04-06,50
96,14,18:00:00,2017-04-07,50
97,14,18:00:00,2017-04-08,50
98,14,18:00:00,2017-04-09,50
99,15,15:00:00,2017-04-03,50
100,15,15:00:00,2017-04-04,50
101,15,15:00:00,2017-04-05,50
102,15,15:00:00,2017-04-06,50
103,15,15:00:00,2017-04-07,50
104,15,15:00:00,2017-04-08,50
105,15,15:00:00,2017-04-09,50
106,16,15:00:00,2017-04-03,50
107,16,15:00:00,2017-04-04,50
108,16,15:00:00,2017-04-05,50
109,16,15:00:00,2017-04-06,50
110,16,15:00:00,2017-04-07,50
111,16,15:00:00,2017-04-08,50
112,16,15:00:00,2017-04-09,50
113,17,12:00:00,2017-04-03,50
114,17,12:00:00,2017-04-04,50
115,17,12:00:00,2017-04-05,50
116,17,12:00:00,2017-04-06,50
117,17,12:00:00,2017-04-07,50
118,17,12:00:00,2017-04-08,50
119,17,12:00:00,2017-04-09,50
120,18,12:00:00,2017-04-03,50
121,18,12:00:00,2017-04-04,50
122,18,12:00:00,2017-04-05,50
123,18,12:00:00,2017-04-06,50
124,18,12:00:00,2017-04-07,50
125,18,12:00:00,2017-04-08,50
126,18,12:00:00,2017-04-09,50
127,19, 09:00:00,2017-04-03,50
128,19, 09:00:00,2017-04-04,50
129,19, 09:00:00,2017-04-05,50
130,19, 09:00:00,2017-04-06,50
131,19, 09:00:00,2017-04-07,50
132,19, 09:00:00,2017-04-08,50
133,19, 09:00:00,2017-04-09,50
134,20, 09:00:00,2017-04-03,50
135,20, 09:00:00,2017-04-04,50
136,20, 09:00:00,2017-04-05,50
137,20, 09:00:00,2017-04-06,50
138,20, 09:00:00,2017-04-07,50
139,20, 09:00:00,2017-04-08,50
140,20, 09:00:00,2017-04-09,50
